orderId,orderDate,userId,totalCharges,commonId,pupId,pickupDate,orderYear,orderMonth,orderDay,purchaseOccasion,orderPeriod,orderQuarter,cohortMonthly,cohortQuarterly
830,2009-07-02T00:00:00Z,4640,36.53,LTUVQ,6,2009-07-02T00:00:00Z,2009,7,2,11,7,3,4,2
873,2009-07-10T00:00:00Z,4640,40.6,CYH4R,5,2009-07-10T00:00:00Z,2009,7,10,12,7,3,4,2
1195,2009-09-04T00:00:00Z,4640,66.94,VBLL8,5,2009-09-04T00:00:00Z,2009,9,4,13,9,3,4,2
1239,2009-09-11T00:00:00Z,4640,34.4825,HHDK3,5,2009-09-11T00:00:00Z,2009,9,11,14,9,3,4,2
1291,2009-09-22T00:00:00Z,4640,61.88,2WN8C,3,2009-09-22T00:00:00Z,2009,9,22,15,9,3,4,2
1318,2009-09-25T00:00:00Z,4640,16.92,L8GWP,5,2009-09-25T00:00:00Z,2009,9,25,16,9,3,4,2
1441,2009-10-16T00:00:00Z,4640,60.79,LQDVN,8,2009-10-16T00:00:00Z,2009,10,16,17,10,4,4,2
1633,2009-11-06T00:00:00Z,4640,52.4352,R47BL,5,2009-11-06T00:00:00Z,2009,11,6,18,11,4,4,2
2074,2009-12-16T00:00:00Z,4640,52.08,T55N5,6,2009-12-17T00:00:00Z,2009,12,16,19,12,4,4,2
2149,2009-12-28T00:00:00Z,4640,43.51,KAMC3,15,2009-12-28T00:00:00Z,2009,12,28,20,12,4,4,2
2270,2010-01-08T00:00:00Z,4640,62.36,FPXF2,15,2010-01-08T00:00:00Z,2010,1,8,21,13,5,4,2
2362,2010-01-15T00:00:00Z,4640,73.81,QPQNP,15,2010-01-15T00:00:00Z,2010,1,15,22,13,5,4,2
2504,2010-01-26T00:00:00Z,4640,45.5012,WMAN5,3,2010-01-26T00:00:00Z,2010,1,26,23,13,5,4,2
2570,2010-01-29T00:00:00Z,4640,67.4165,CM275,15,2010-01-29T00:00:00Z,2010,1,29,24,13,5,4,2
2685,2010-02-04T00:00:00Z,4640,97.63,MHTVB,5,2010-02-05T00:00:00Z,2010,2,4,25,14,5,4,2
2696,2010-02-05T00:00:00Z,4640,93.23,4PXS7,15,2010-02-05T00:00:00Z,2010,2,5,26,14,5,4,2
2814,2010-02-12T00:00:00Z,4640,93.49,Q66CF,15,2010-02-12T00:00:00Z,2010,2,12,27,14,5,4,2
3050,2010-02-26T00:00:00Z,4640,84.73,FXRZH,15,2010-02-26T00:00:00Z,2010,2,26,28,14,5,4,2
731,2009-06-16T00:00:00Z,4642,30.22,QWMQ5,3,2009-06-16T00:00:00Z,2009,6,16,1,6,2,6,2
361,2009-03-10T00:00:00Z,4658,187.73,X2FU8,3,2009-03-12T00:00:00Z,2009,3,10,1,3,1,3,1
367,2009-03-16T00:00:00Z,4658,45.05,4TP9R,3,2009-03-17T00:00:00Z,2009,3,16,2,3,1,3,1
389,2009-03-24T00:00:00Z,4658,43.43,BB29G,3,2009-03-24T00:00:00Z,2009,3,24,3,3,1,3,1
390,2009-03-24T00:00:00Z,4658,8.79,D7FPC,3,2009-03-24T00:00:00Z,2009,3,24,4,3,1,3,1
396,2009-03-30T00:00:00Z,4658,67.13,2WWM3,3,2009-03-31T00:00:00Z,2009,3,30,5,3,1,3,1
460,2009-04-21T00:00:00Z,4658,70.47,39RWM,3,2009-04-21T00:00:00Z,2009,4,21,6,4,2,3,1
601,2009-05-19T00:00:00Z,4658,49.28,6LXSY,3,2009-05-19T00:00:00Z,2009,5,19,7,5,2,3,1
658,2009-05-29T00:00:00Z,4658,75.97,DK8S6,5,2009-05-29T00:00:00Z,2009,5,29,8,5,2,3,1
774,2009-06-23T00:00:00Z,4658,68.48,EQWCU,3,2009-06-23T00:00:00Z,2009,6,23,9,6,2,3,1
364,2009-03-15T00:00:00Z,4851,24.53,GPF2H,3,2009-03-17T00:00:00Z,2009,3,15,1,3,1,3,1
366,2009-03-15T00:00:00Z,4862,104.58,5UU6Q,3,2009-03-17T00:00:00Z,2009,3,15,1,3,1,3,1
368,2009-03-16T00:00:00Z,4903,7.14,9DGRJ,4,2009-03-17T00:00:00Z,2009,3,16,1,3,1,3,1
380,2009-03-19T00:00:00Z,4973,17.17,UYNK4,3,2009-03-19T00:00:00Z,2009,3,19,1,3,1,3,1
382,2009-03-19T00:00:00Z,4976,10.6,E5N8G,3,2009-03-19T00:00:00Z,2009,3,19,1,3,1,3,1
397,2009-03-31T00:00:00Z,5378,12.93,CLLQB,3,2009-03-31T00:00:00Z,2009,3,31,1,3,1,3,1
444,2009-04-17T00:00:00Z,5408,25.56,HBLCL,5,2009-04-17T00:00:00Z,2009,4,17,1,4,2,4,2
485,2009-04-24T00:00:00Z,5408,43.9,66XAU,5,2009-04-24T00:00:00Z,2009,4,24,2,4,2,4,2
519,2009-05-01T00:00:00Z,5408,38.67,NFTWV,5,2009-05-01T00:00:00Z,2009,5,1,3,5,2,4,2
559,2009-05-08T00:00:00Z,5408,36.76,AX28M,5,2009-05-09T00:00:00Z,2009,5,8,4,5,2,4,2
588,2009-05-15T00:00:00Z,5408,48.5,8QSR6,5,2009-05-15T00:00:00Z,2009,5,15,5,5,2,4,2
628,2009-05-22T00:00:00Z,5408,29.92,VSLM3,5,2009-05-22T00:00:00Z,2009,5,22,6,5,2,4,2
402,2009-04-01T00:00:00Z,5423,84.33,Q7YG4,3,2009-04-02T00:00:00Z,2009,4,1,1,4,2,4,2
407,2009-04-02T00:00:00Z,5441,38.75,C9LX5,3,2009-04-02T00:00:00Z,2009,4,2,1,4,2,4,2
418,2009-04-09T00:00:00Z,5441,171.5,8WJFT,3,2009-04-09T00:00:00Z,2009,4,9,2,4,2,4,2
440,2009-04-16T00:00:00Z,5441,72.92,PSYNU,3,2009-04-16T00:00:00Z,2009,4,16,3,4,2,4,2
461,2009-04-21T00:00:00Z,5441,17.02,T645J,3,2009-04-21T00:00:00Z,2009,4,21,4,4,2,4,2
462,2009-04-21T00:00:00Z,5441,18.21,G5MK7,3,2009-04-21T00:00:00Z,2009,4,21,5,4,2,4,2
471,2009-04-23T00:00:00Z,5441,72.41,CA8Z6,3,2009-04-23T00:00:00Z,2009,4,23,6,4,2,4,2
495,2009-04-28T00:00:00Z,5441,38.36,82ZSK,3,2009-04-28T00:00:00Z,2009,4,28,7,4,2,4,2
503,2009-04-30T00:00:00Z,5441,62.03,QAYCX,3,2009-04-30T00:00:00Z,2009,4,30,8,4,2,4,2
505,2009-04-30T00:00:00Z,5441,11.1,JHWZA,3,2009-04-30T00:00:00Z,2009,4,30,9,4,2,4,2
536,2009-05-07T00:00:00Z,5441,77.96,%%536,3,2009-05-07T00:00:00Z,2009,5,7,10,5,2,4,2
564,2009-05-12T00:00:00Z,5441,21.75,SXKRV,3,2009-05-12T00:00:00Z,2009,5,12,11,5,2,4,2
577,2009-05-14T00:00:00Z,5441,69.18,MU95A,3,2009-05-14T00:00:00Z,2009,5,14,12,5,2,4,2
615,2009-05-21T00:00:00Z,5441,74.34,TCMWT,3,2009-05-21T00:00:00Z,2009,5,21,13,5,2,4,2
616,2009-05-21T00:00:00Z,5441,7.85,3D3AR,3,2009-05-21T00:00:00Z,2009,5,21,14,5,2,4,2
647,2009-05-27T00:00:00Z,5441,79.18,UX5X4,3,2009-05-28T00:00:00Z,2009,5,27,15,5,2,4,2
672,2009-06-03T00:00:00Z,5441,57.26,F6A6B,3,2009-06-04T00:00:00Z,2009,6,3,16,6,2,4,2
693,2009-06-08T00:00:00Z,5441,41.02,ABDDH,3,2009-06-09T00:00:00Z,2009,6,8,17,6,2,4,2
728,2009-06-15T00:00:00Z,5441,65.02,XJES9,3,2009-06-16T00:00:00Z,2009,6,15,18,6,2,4,2
767,2009-06-22T00:00:00Z,5441,58.46,2AAW4,3,2009-06-23T00:00:00Z,2009,6,22,19,6,2,4,2
797,2009-06-29T00:00:00Z,5441,60.37,9LHV2,3,2009-06-30T00:00:00Z,2009,6,29,20,6,2,4,2
840,2009-07-06T00:00:00Z,5441,82.99,4A3Z7,3,2009-07-07T00:00:00Z,2009,7,6,21,7,3,4,2
888,2009-07-13T00:00:00Z,5441,118.21,AJ8TA,3,2009-07-14T00:00:00Z,2009,7,13,22,7,3,4,2
926,2009-07-21T00:00:00Z,5441,56.83,2A5W2,3,2009-07-21T00:00:00Z,2009,7,21,23,7,3,4,2
960,2009-07-28T00:00:00Z,5441,81.01,5FAAD,3,2009-07-28T00:00:00Z,2009,7,28,24,7,3,4,2
1002,2009-08-04T00:00:00Z,5441,91.77,DGHGQ,3,2009-08-04T00:00:00Z,2009,8,4,25,8,3,4,2
1069,2009-08-18T00:00:00Z,5441,25.37,KK7HZ,3,2009-08-18T00:00:00Z,2009,8,18,26,8,3,4,2
1070,2009-08-18T00:00:00Z,5441,15.54,RV42U,3,2009-08-18T00:00:00Z,2009,8,18,27,8,3,4,2
1114,2009-08-25T00:00:00Z,5441,29.24,CDYPL,3,2009-08-25T00:00:00Z,2009,8,25,28,8,3,4,2
1292,2009-09-22T00:00:00Z,5441,21.01,V87P7,3,2009-09-22T00:00:00Z,2009,9,22,29,9,3,4,2
1641,2009-11-09T00:00:00Z,5441,22.2,DRWBS,3,2009-11-10T00:00:00Z,2009,11,9,30,11,4,4,2
1796,2009-11-16T00:00:00Z,5441,26.14,XTF3K,3,2009-11-17T00:00:00Z,2009,11,16,31,11,4,4,2
408,2009-04-02T00:00:00Z,5449,20.89,MGMDN,3,2009-04-02T00:00:00Z,2009,4,2,1,4,2,4,2
413,2009-04-07T00:00:00Z,5449,25.06,WGE2U,3,2009-04-07T00:00:00Z,2009,4,7,2,4,2,4,2
436,2009-04-14T00:00:00Z,5449,63.11,KABDC,3,2009-04-14T00:00:00Z,2009,4,14,3,4,2,4,2
463,2009-04-21T00:00:00Z,5449,42.49,8BYEV,3,2009-04-21T00:00:00Z,2009,4,21,4,4,2,4,2
532,2009-05-07T00:00:00Z,5449,64.19,%%532,3,2009-05-07T00:00:00Z,2009,5,7,5,5,2,4,2
639,2009-05-26T00:00:00Z,5449,49.28,H83T8,3,2009-05-26T00:00:00Z,2009,5,26,6,5,2,4,2
677,2009-06-04T00:00:00Z,5449,54.86,Q53JB,3,2009-06-04T00:00:00Z,2009,6,4,7,6,2,4,2
735,2009-06-16T00:00:00Z,5449,44.09,TZS27,3,2009-06-16T00:00:00Z,2009,6,16,8,6,2,4,2
2883,2010-02-17T00:00:00Z,5449,107.8228,T6AKW,4,2010-02-17T00:00:00Z,2010,2,17,9,14,5,4,2
2950,2010-02-21T00:00:00Z,5449,121.7487,LV9LD,18,2010-02-22T00:00:00Z,2010,2,21,10,14,5,4,2
3083,2010-03-01T00:00:00Z,5449,121.8278,NLHQF,18,2010-03-01T00:00:00Z,2010,3,1,11,15,5,4,2
3218,2010-03-08T00:00:00Z,5449,101.2878,58S76,18,2010-03-08T00:00:00Z,2010,3,8,12,15,5,4,2
415,2009-04-08T00:00:00Z,5534,37,HBF9W,3,2009-04-09T00:00:00Z,2009,4,8,1,4,2,4,2
469,2009-04-23T00:00:00Z,5534,15.12,Y2C5R,3,2009-04-23T00:00:00Z,2009,4,23,2,4,2,4,2
809,2009-07-01T00:00:00Z,5534,37.71,YD77Q,6,2009-07-09T00:00:00Z,2009,7,1,3,7,3,4,2
846,2009-07-08T00:00:00Z,5534,13.91,33TMM,6,2009-07-09T00:00:00Z,2009,7,8,4,7,3,4,2
698,2009-06-09T00:00:00Z,5564,23.08,2PPL6,6,2009-06-11T00:00:00Z,2009,6,9,1,6,2,6,2
940,2009-07-23T00:00:00Z,5564,23.55,DL398,5,2009-07-24T00:00:00Z,2009,7,23,2,7,3,6,2
982,2009-07-30T00:00:00Z,5564,20.94,J3B54,5,2009-07-31T00:00:00Z,2009,7,30,3,7,3,6,2
1470,2009-10-20T00:00:00Z,5564,63.41,KR6Y2,11,2009-10-21T00:00:00Z,2009,10,20,4,10,4,6,2
2139,2009-12-27T00:00:00Z,5564,33.11,KEXT4,15,2009-12-28T00:00:00Z,2009,12,27,5,12,4,6,2
2980,2010-02-22T00:00:00Z,5564,24.6253,KR3WQ,3,2010-02-23T00:00:00Z,2010,2,22,6,14,5,6,2
506,2009-04-30T00:00:00Z,5638,104.29,SD977,5,2009-05-01T00:00:00Z,2009,4,30,1,4,2,4,2
734,2009-06-16T00:00:00Z,5638,190.03,UTADN,3,2009-06-16T00:00:00Z,2009,6,16,2,6,2,4,2
879,2009-07-13T00:00:00Z,5638,123.25,NTWKZ,3,2009-07-14T00:00:00Z,2009,7,13,3,7,3,4,2
520,2009-05-01T00:00:00Z,5654,11.5,YWSXG,5,2009-05-01T00:00:00Z,2009,5,1,1,5,2,5,2
534,2009-05-07T00:00:00Z,5656,20.55,%%534,5,2009-05-08T00:00:00Z,2009,5,7,1,5,2,5,2
486,2009-04-24T00:00:00Z,5657,61.17,K58S7,5,2009-04-24T00:00:00Z,2009,4,24,1,4,2,4,2
748,2009-06-17T00:00:00Z,5657,57.91,D2GMS,6,2009-06-18T00:00:00Z,2009,6,17,2,6,2,4,2
900,2009-07-15T00:00:00Z,5657,72.87,XU3LR,6,2009-07-16T00:00:00Z,2009,7,15,3,7,3,4,2
971,2009-07-29T00:00:00Z,5657,68.96,KLGMU,6,2009-07-30T00:00:00Z,2009,7,29,4,7,3,4,2
1083,2009-08-19T00:00:00Z,5657,64.06,5F333,6,2009-08-20T00:00:00Z,2009,8,19,5,8,3,4,2
1337,2009-09-30T00:00:00Z,5657,120.13,67P2V,6,2009-10-01T00:00:00Z,2009,9,30,6,9,3,4,2
446,2009-04-17T00:00:00Z,5664,43.33,XQ9U2,5,2009-04-17T00:00:00Z,2009,4,17,1,4,2,4,2
475,2009-04-23T00:00:00Z,5664,43.06,5DE3L,5,2009-04-24T00:00:00Z,2009,4,23,2,4,2,4,2
556,2009-05-08T00:00:00Z,5682,83.79,6GFS3,5,2009-05-09T00:00:00Z,2009,5,8,1,5,2,5,2
478,2009-04-23T00:00:00Z,5686,57.22,XDCCA,5,2009-04-24T00:00:00Z,2009,4,23,1,4,2,4,2
451,2009-04-17T00:00:00Z,5708,44.6,HUPMX,5,2009-04-17T00:00:00Z,2009,4,17,1,4,2,4,2
479,2009-04-24T00:00:00Z,5708,47.14,FR56U,5,2009-04-24T00:00:00Z,2009,4,24,2,4,2,4,2
557,2009-05-08T00:00:00Z,5708,33.64,9JKA3,5,2009-05-09T00:00:00Z,2009,5,8,3,5,2,4,2
626,2009-05-22T00:00:00Z,5708,28.92,LRSPK,5,2009-05-22T00:00:00Z,2009,5,22,4,5,2,4,2
452,2009-04-17T00:00:00Z,5805,42.91,G5KBS,5,2009-04-17T00:00:00Z,2009,4,17,1,4,2,4,2
845,2009-07-07T00:00:00Z,5805,18.2,M2UN7,6,2009-07-09T00:00:00Z,2009,7,7,2,7,3,4,2
423,2009-04-10T00:00:00Z,5831,13.71,G8FDC,5,2009-04-17T00:00:00Z,2009,4,10,1,4,2,4,2
572,2009-05-14T00:00:00Z,5831,9.75,AHAGF,3,2009-05-14T00:00:00Z,2009,5,14,2,5,2,4,2
522,2009-05-01T00:00:00Z,5894,24.63,ACNVE,5,2009-05-01T00:00:00Z,2009,5,1,1,5,2,5,2
3043,2010-02-26T00:00:00Z,5894,112.55,7XGHN,5,2010-02-26T00:00:00Z,2010,2,26,2,14,5,5,2
426,2009-04-13T00:00:00Z,5977,19.28,ZSVQK,5,2009-04-17T00:00:00Z,2009,4,13,1,4,2,4,2
965,2009-07-28T00:00:00Z,5977,26.53,ZSNYK,5,2009-07-31T00:00:00Z,2009,7,28,2,7,3,4,2
453,2009-04-17T00:00:00Z,5983,30.19,HPET7,5,2009-04-17T00:00:00Z,2009,4,17,1,4,2,4,2
427,2009-04-13T00:00:00Z,6003,21.84,JN396,5,2009-04-17T00:00:00Z,2009,4,13,1,4,2,4,2
786,2009-06-25T00:00:00Z,6003,16.54,22SJB,5,2009-06-26T00:00:00Z,2009,6,25,2,6,2,4,2
1682,2009-11-10T00:00:00Z,6003,17.85,W938P,5,2009-11-13T00:00:00Z,2009,11,10,3,11,4,4,2
428,2009-04-13T00:00:00Z,6012,14.12,XNLS3,3,2009-04-14T00:00:00Z,2009,4,13,1,4,2,4,2
1934,2009-12-03T00:00:00Z,6016,27.55,ZKYTA,5,2009-12-04T00:00:00Z,2009,12,3,1,12,4,12,4
429,2009-04-13T00:00:00Z,6019,17.53,CKPSY,5,2009-04-17T00:00:00Z,2009,4,13,1,4,2,4,2
562,2009-05-12T00:00:00Z,6069,7.41,ME9RH,3,2009-05-12T00:00:00Z,2009,5,12,1,5,2,5,2
657,2009-05-29T00:00:00Z,6069,17.31,X7CHZ,5,2009-05-29T00:00:00Z,2009,5,29,2,5,2,5,2
488,2009-04-24T00:00:00Z,6097,34.53,7J82D,5,2009-04-24T00:00:00Z,2009,4,24,1,4,2,4,2
898,2009-07-15T00:00:00Z,6097,19.61,JBMLJ,6,2009-07-16T00:00:00Z,2009,7,15,2,7,3,4,2
443,2009-04-16T00:00:00Z,6153,35.77,LQD3F,5,2009-04-17T00:00:00Z,2009,4,16,1,4,2,4,2
604,2009-05-19T00:00:00Z,6224,20.66,R7L3Q,5,2009-05-22T00:00:00Z,2009,5,19,1,5,2,5,2
702,2009-06-10T00:00:00Z,6224,12.99,5MYDF,6,2009-06-11T00:00:00Z,2009,6,10,2,6,2,5,2
1010,2009-08-05T00:00:00Z,6224,41.65,5CQ6K,5,2009-08-07T00:00:00Z,2009,8,5,3,8,3,5,2
1131,2009-08-26T00:00:00Z,6224,45.02,R9QEX,5,2009-08-28T00:00:00Z,2009,8,26,4,8,3,5,2
1353,2009-10-01T00:00:00Z,6224,17.6605,PWN3S,5,2009-10-02T00:00:00Z,2009,10,1,5,10,4,5,2
2155,2009-12-28T00:00:00Z,6224,75.059,SFNBD,5,2009-12-30T00:00:00Z,2009,12,28,6,12,4,5,2
653,2009-05-28T00:00:00Z,6225,21.69,U86H2,5,2009-05-29T00:00:00Z,2009,5,28,1,5,2,5,2
808,2009-07-01T00:00:00Z,6225,11.87,HY3VG,6,2009-07-02T00:00:00Z,2009,7,1,2,7,3,5,2
850,2009-07-08T00:00:00Z,6225,6.53,WMNSF,6,2009-07-09T00:00:00Z,2009,7,8,3,7,3,5,2
977,2009-07-30T00:00:00Z,6225,14.52,DD6UW,6,2009-07-30T00:00:00Z,2009,7,30,4,7,3,5,2
1483,2009-10-22T00:00:00Z,6225,15.67,AYTHA,6,2009-10-22T00:00:00Z,2009,10,22,5,10,4,5,2
2346,2010-01-14T00:00:00Z,6225,16.94,W46GX,6,2010-01-14T00:00:00Z,2010,1,14,6,13,5,5,2
445,2009-04-17T00:00:00Z,6245,24.42,7EGTP,5,2009-04-17T00:00:00Z,2009,4,17,1,4,2,4,2
449,2009-04-17T00:00:00Z,6249,31.17,LAZDX,5,2009-04-17T00:00:00Z,2009,4,17,1,4,2,4,2
450,2009-04-17T00:00:00Z,6249,19.52,AHJ79,5,2009-04-17T00:00:00Z,2009,4,17,2,4,2,4,2
514,2009-05-01T00:00:00Z,6249,8.87,SJ6PB,5,2009-05-01T00:00:00Z,2009,5,1,3,5,2,4,2
515,2009-05-01T00:00:00Z,6249,29.29,FG5EF,5,2009-05-01T00:00:00Z,2009,5,1,4,5,2,4,2
580,2009-05-14T00:00:00Z,6249,3.07,L56AK,5,2009-05-15T00:00:00Z,2009,5,14,5,5,2,4,2
581,2009-05-14T00:00:00Z,6249,13.16,3DDL6,5,2009-05-15T00:00:00Z,2009,5,14,6,5,2,4,2
717,2009-06-12T00:00:00Z,6249,7.36,C3RE3,5,2009-06-12T00:00:00Z,2009,6,12,7,6,2,4,2
718,2009-06-12T00:00:00Z,6249,6.03,UVKD8,5,2009-06-12T00:00:00Z,2009,6,12,8,6,2,4,2
719,2009-06-12T00:00:00Z,6249,20.1,4XKR3,5,2009-06-12T00:00:00Z,2009,6,12,9,6,2,4,2
792,2009-06-26T00:00:00Z,6249,8.26,4CFCE,5,2009-06-26T00:00:00Z,2009,6,26,10,6,2,4,2
793,2009-06-26T00:00:00Z,6249,19.55,VMNPS,5,2009-06-26T00:00:00Z,2009,6,26,11,6,2,4,2
794,2009-06-26T00:00:00Z,6249,5.3,G3YDC,3,2009-06-30T00:00:00Z,2009,6,26,12,6,2,4,2
870,2009-07-10T00:00:00Z,6249,4.27,SHEU5,5,2009-07-10T00:00:00Z,2009,7,10,13,7,3,4,2
871,2009-07-10T00:00:00Z,6249,21.27,QL2PY,5,2009-07-10T00:00:00Z,2009,7,10,14,7,3,4,2
1190,2009-09-04T00:00:00Z,6249,11.74,B77HR,5,2009-09-04T00:00:00Z,2009,9,4,15,9,3,4,2
1191,2009-09-04T00:00:00Z,6249,4.67,N836V,5,2009-09-04T00:00:00Z,2009,9,4,16,9,3,4,2
1192,2009-09-04T00:00:00Z,6249,12.26,RC2J9,5,2009-09-04T00:00:00Z,2009,9,4,17,9,3,4,2
1193,2009-09-04T00:00:00Z,6249,4.08,42RC8,5,2009-09-04T00:00:00Z,2009,9,4,18,9,3,4,2
1762,2009-11-13T00:00:00Z,6249,16.91,ADAVB,5,2009-11-13T00:00:00Z,2009,11,13,19,11,4,4,2
1763,2009-11-13T00:00:00Z,6249,7.98,VREU4,5,2009-11-13T00:00:00Z,2009,11,13,20,11,4,4,2
454,2009-04-17T00:00:00Z,6251,33.15,C738Q,5,2009-04-17T00:00:00Z,2009,4,17,1,4,2,4,2
455,2009-04-17T00:00:00Z,6261,6.43,644EC,5,2009-04-17T00:00:00Z,2009,4,17,1,4,2,4,2
2460,2010-01-24T00:00:00Z,6370,161.464,QNWTX,4,2010-01-25T00:00:00Z,2010,1,24,1,13,5,13,5
2730,2010-02-08T00:00:00Z,6370,286.2702,7CCRJ,4,2010-02-09T00:00:00Z,2010,2,8,2,14,5,13,5
3194,2010-03-07T00:00:00Z,6370,88.26,L4RJ4,4,2010-03-08T00:00:00Z,2010,3,7,3,15,5,13,5
646,2009-05-27T00:00:00Z,6379,49.27,Y5L53,5,2009-05-29T00:00:00Z,2009,5,27,1,5,2,5,2
538,2009-05-07T00:00:00Z,6384,27.41,%%538,5,2009-05-08T00:00:00Z,2009,5,7,1,5,2,5,2
550,2009-05-08T00:00:00Z,6384,19.5,6UMCN,5,2009-05-08T00:00:00Z,2009,5,8,2,5,2,5,2
654,2009-05-28T00:00:00Z,6384,59.4,QDRXJ,5,2009-05-29T00:00:00Z,2009,5,28,3,5,2,5,2
687,2009-06-05T00:00:00Z,6384,16.39,ZY8CD,5,2009-06-05T00:00:00Z,2009,6,5,4,6,2,5,2
689,2009-06-05T00:00:00Z,6384,2.85,8FMJH,5,2009-06-05T00:00:00Z,2009,6,5,5,6,2,5,2
617,2009-05-21T00:00:00Z,6401,74.89,XWJCU,5,2009-05-22T00:00:00Z,2009,5,21,1,5,2,5,2
642,2009-05-27T00:00:00Z,6408,41.66,FXYQM,3,2009-05-28T00:00:00Z,2009,5,27,1,5,2,5,2
481,2009-04-24T00:00:00Z,6447,24.17,S3LZE,5,2009-04-24T00:00:00Z,2009,4,24,1,4,2,4,2
512,2009-05-01T00:00:00Z,6447,46.78,SHE6H,5,2009-05-01T00:00:00Z,2009,5,1,2,5,2,4,2
546,2009-05-08T00:00:00Z,6447,13.39,7TFCA,5,2009-05-08T00:00:00Z,2009,5,8,3,5,2,4,2
583,2009-05-15T00:00:00Z,6447,37.14,DFTRQ,5,2009-05-15T00:00:00Z,2009,5,15,4,5,2,4,2
610,2009-05-21T00:00:00Z,6447,37.11,BEN2J,5,2009-05-22T00:00:00Z,2009,5,21,5,5,2,4,2
686,2009-06-05T00:00:00Z,6447,39.14,WAGD4,5,2009-06-05T00:00:00Z,2009,6,5,6,6,2,4,2
759,2009-06-18T00:00:00Z,6447,33.8,WL6CC,5,2009-06-19T00:00:00Z,2009,6,18,7,6,2,4,2
789,2009-06-26T00:00:00Z,6447,35.96,GSQG7,5,2009-06-26T00:00:00Z,2009,6,26,8,6,2,4,2
869,2009-07-10T00:00:00Z,6447,22.75,TCW4P,5,2009-07-10T00:00:00Z,2009,7,10,9,7,3,4,2
912,2009-07-17T00:00:00Z,6447,37.12,P5K5G,5,2009-07-17T00:00:00Z,2009,7,17,10,7,3,4,2
946,2009-07-24T00:00:00Z,6447,31.29,HZV9Q,5,2009-07-24T00:00:00Z,2009,7,24,11,7,3,4,2
1091,2009-08-20T00:00:00Z,6447,56.47,VC4LA,5,2009-08-21T00:00:00Z,2009,8,20,12,8,3,4,2
1147,2009-08-28T00:00:00Z,6447,58.71,EV78E,5,2009-08-28T00:00:00Z,2009,8,28,13,8,3,4,2
1259,2009-09-17T00:00:00Z,6447,47.11,MTAZE,5,2009-09-18T00:00:00Z,2009,9,17,14,9,3,4,2
1391,2009-10-09T00:00:00Z,6447,32.15,DYKUY,5,2009-10-09T00:00:00Z,2009,10,9,15,10,4,4,2
1437,2009-10-16T00:00:00Z,6447,30.036,RP9YM,5,2009-10-16T00:00:00Z,2009,10,16,16,10,4,4,2
1563,2009-10-29T00:00:00Z,6447,37.9905,YY4N6,5,2009-10-30T00:00:00Z,2009,10,29,17,10,4,4,2
1631,2009-11-06T00:00:00Z,6447,52.93,TFBV6,5,2009-11-06T00:00:00Z,2009,11,6,18,11,4,4,2
1838,2009-11-20T00:00:00Z,6447,82.9315,78SSC,5,2009-11-20T00:00:00Z,2009,11,20,19,11,4,4,2
1939,2009-12-04T00:00:00Z,6447,51.735,Y6SJQ,5,2009-12-04T00:00:00Z,2009,12,4,20,12,4,4,2
2201,2010-01-04T00:00:00Z,6447,50,9H8T5,5,2010-01-08T00:00:00Z,2010,1,4,21,13,5,4,2
2448,2010-01-22T00:00:00Z,6447,43.044,FXCQK,5,2010-01-22T00:00:00Z,2010,1,22,22,13,5,4,2
2922,2010-02-19T00:00:00Z,6447,36.0435,DJ55F,5,2010-02-19T00:00:00Z,2010,2,19,23,14,5,4,2
3173,2010-03-05T00:00:00Z,6447,56.7577,WEJ5F,5,2010-03-05T00:00:00Z,2010,3,5,24,15,5,4,2
2832,2010-02-14T00:00:00Z,6476,128.378,Y828E,18,2010-02-15T00:00:00Z,2010,2,14,1,14,5,14,5
2835,2010-02-14T00:00:00Z,6476,9.2,EZ3TR,18,2010-02-15T00:00:00Z,2010,2,14,2,14,5,14,5
2836,2010-02-14T00:00:00Z,6476,18.079,P5582,18,2010-02-15T00:00:00Z,2010,2,14,3,14,5,14,5
465,2009-04-22T00:00:00Z,6578,3.43,B7H2D,3,2009-04-23T00:00:00Z,2009,4,22,1,4,2,4,2
510,2009-05-01T00:00:00Z,6602,21.03,JG2CP,5,2009-05-01T00:00:00Z,2009,5,1,1,5,2,5,2
544,2009-05-08T00:00:00Z,6602,80.8,52ZEM,5,2009-05-08T00:00:00Z,2009,5,8,2,5,2,5,2
586,2009-05-15T00:00:00Z,6602,29.38,PKPW6,5,2009-05-15T00:00:00Z,2009,5,15,3,5,2,5,2
620,2009-05-22T00:00:00Z,6602,24.29,84G55,5,2009-05-22T00:00:00Z,2009,5,22,4,5,2,5,2
716,2009-06-12T00:00:00Z,6602,35.81,2UKMQ,5,2009-06-12T00:00:00Z,2009,6,12,5,6,2,5,2
470,2009-04-23T00:00:00Z,6646,10.6,X7X5Z,5,2009-04-24T00:00:00Z,2009,4,23,1,4,2,4,2
484,2009-04-24T00:00:00Z,6664,50.89,TXWUU,5,2009-04-24T00:00:00Z,2009,4,24,1,4,2,4,2
474,2009-04-23T00:00:00Z,6696,16.49,CNTGS,5,2009-04-24T00:00:00Z,2009,4,23,1,4,2,4,2
476,2009-04-23T00:00:00Z,6821,24.78,ECV9L,5,2009-04-24T00:00:00Z,2009,4,23,1,4,2,4,2
